sample,precise,freq1,freq2,freq3,freq4,freq5,freq6,freq7,freq8,freq9,freq10,pow1,pow2,pow3,pow4,pow5,pow6,pow7,pow8,pow9,pow10,total
sample111,90,0.011627906976744186,0.023255813953488372,0.03488372093023256,0.046511627906976744,0.18604651162790697,0.05813953488372093,0.19767441860465115,0.1744186046511628,0.16279069767441862,0.20930232558139533,0.8679612737057185,0.583667626266589,0.3266472993483268,0.19116625136112994,0.13521805235876747,0.13481250398418415,0.13424976564619456,0.13421177189696532,0.13219535511228306,0.13135504268465312,99060
sample109,90,0.010526315789473684,0.021052631578947368,0.031578947368421054,0.042105263157894736,0.18947368421052632,0.15789473684210525,0.17894736842105263,0.14736842105263157,0.1368421052631579,0.19999999999999998,0.8727625731277435,0.5891681147460153,0.31013437598824056,0.1476824340551413,0.12753963619729825,0.1263793354213671,0.12610587276190133,0.1259806382123326,0.1256367607730582,0.12506137441188236,112136
sample110,90,0.014084507042253521,0.028169014084507043,0.04225352112676056,0.056338028169014086,0.2112676056338028,0.1971830985915493,0.2535211267605634,0.18309859154929578,0.38028169014084506,0.23943661971830987,0.8323623806186085,0.5040453099683013,0.24499909082399174,0.13532739897793322,0.09877405968235488,0.0985766320774158,0.09676976255043272,0.09670304588528106,0.09659329995146572,0.09645082151743559,168782
sample112,90,0.0136986301369863,0.0273972602739726,0.1643835616438356,0.136986301369863,0.1232876712328767,0.1506849315068493,0.2054794520547945,0.2191780821917808,0.1780821917808219,0.1095890410958904,0.7954396909968585,0.4023099078165056,0.17639567794732303,0.1753486844029777,0.1753163046542182,0.17487655400660118,0.17275187226287517,0.17261976387111513,0.171671866160731,0.16948777889066705,62775
sample114,90,0.01098901098901099,0.02197802197802198,0.03296703296703297,0.04395604395604396,0.16483516483516486,0.17582417582417584,0.15384615384615385,0.14285714285714288,0.27472527472527475,0.18681318681318682,0.8597969659538518,0.5567216389875888,0.27720541427904705,0.1344288575587279,0.10752741995445589,0.10610329191867288,0.10572820734986746,0.10423557087582065,0.10410431799839093,0.1031454662340701,119790
sample115,90,0.014705882352941176,0.029411764705882353,0.044117647058823525,0.1323529411764706,0.1764705882352941,0.14705882352941177,0.16176470588235295,0.25,0.2647058823529412,0.23529411764705882,0.7949656173250609,0.42801683657928724,0.22483896800914518,0.16609733961199535,0.16406230486878376,0.16373916366971367,0.16334770678751498,0.16228812224409309,0.16221059794652815,0.1618843460491153,52503
sample113,90,0.01020408163265306,0.02040816326530612,0.030612244897959183,0.14285714285714285,0.13265306122448978,0.12244897959183673,0.1530612244897959,0.11224489795918366,0.16326530612244897,0.1020408163265306,0.8602102063256966,0.5537966678979387,0.26529050509078006,0.15847924150651344,0.15705419065992224,0.15649199972206593,0.15619712522974716,0.1561323090997468,0.1529104188843888,0.15154593090668675,83051
sample11,90,0.0037593984962406013,0.007518796992481203,0.011278195488721804,0.015037593984962405,0.018796992481203006,0.022556390977443608,0.02631578947368421,0.06015037593984962,0.06390977443609022,0.05639097744360902,0.9530331813723916,0.8314831546963436,0.6712493131558261,0.5084272426494097,0.36958260800052967,0.2679366369873452,0.1986520166571488,0.19543352653948767,0.19404829190027867,0.19216487174955393,176419
sample116,90,0.012658227848101266,0.02531645569620253,0.0379746835443038,0.13924050632911392,0.1518987341772152,0.18987341772151897,0.12658227848101267,0.11392405063291139,0.26582278481012656,0.25316455696202533,0.8078492544576205,0.43504303361983626,0.1688965920376261,0.1392163096890757,0.1379437180788683,0.13385402845880148,0.13349103380357885,0.13176218975104365,0.13161204489523068,0.13093499749187326,97566
sample1,90,0.010309278350515464,0.05154639175257732,0.061855670103092786,0.07216494845360824,0.09278350515463918,0.041237113402061855,0.10309278350515463,0.08247422680412371,0.1134020618556701,0.15463917525773196,0.66778304483537,0.5555544655002757,0.5345121712810879,0.5207755756038519,0.518947907853249,0.5177522513796079,0.5177430853090265,0.5172689828250094,0.5159028706800266,0.5100500627083556,41221
sample117,90,0.014705882352941176,0.029411764705882353,0.044117647058823525,0.14705882352941177,0.16176470588235295,0.1764705882352941,0.1323529411764706,0.25,0.3235294117647059,0.19117647058823528,0.7866459743104002,0.38714196135444334,0.1461933032305009,0.13581666121129626,0.13471342553799517,0.132738451731482,0.13235525907018109,0.13190712001678365,0.13054291521995703,0.13001437026705878,78830
sample118,90,0.006802721088435374,0.013605442176870748,0.02040816326530612,0.027210884353741496,0.03401360544217687,0.04081632653061224,0.047619047619047616,0.17687074829931973,0.17006802721088435,0.16326530612244897,0.9453205870047031,0.8030869566255747,0.6165711591891443,0.4311322780219118,0.2822003434061445,0.18907759650025105,0.14440329470373853,0.1378837553646646,0.13782561526377896,0.13733240192524943,91046
sample119,90,0.01282051282051282,0.02564102564102564,0.038461538461538464,0.14102564102564102,0.1282051282051282,0.05128205128205128,0.15384615384615385,0.11538461538461538,0.23076923076923075,0.16666666666666666,0.82365099449565,0.47777039765865287,0.22619553940615375,0.14149573448108013,0.14024706331348058,0.13980329097639232,0.13642533117167124,0.13534739980125657,0.1352993682530926,0.13457478720089847,82816
sample120,90,0.00909090909090909,0.01818181818181818,0.02727272727272727,0.03636363636363636,0.045454545454545456,0.05454545454545454,0.15454545454545454,0.14545454545454545,0.16363636363636364,0.13636363636363635,0.9043727873150257,0.6868877357315275,0.45043298443963187,0.2607942893032992,0.15339913181927706,0.11319989978282888,0.09771698777271741,0.09749302500710513,0.09679313848557579,0.09663553162256691,213754
sample122,90,0.011363636363636364,0.022727272727272728,0.03409090909090909,0.045454545454545456,0.05681818181818182,0.18181818181818182,0.19318181818181818,0.1590909090909091,0.17045454545454547,0.3181818181818182,0.8544682555854161,0.5543976496720954,0.28672139686935405,0.15162565663650085,0.10815094178917607,0.10430958653181216,0.10430190640069056,0.10418041032015499,0.10399768298941371,0.10399176219117436,171117
sample121,90,0.011235955056179775,0.02247191011235955,0.033707865168539325,0.0449438202247191,0.16853932584269662,0.15730337078651685,0.24719101123595505,0.21348314606741572,0.056179775280898875,0.23595505617977527,0.8661116788914028,0.5785382848230187,0.310400072316832,0.16509335069034378,0.11270608978896476,0.11265224060408377,0.11234861177726499,0.11219171120082815,0.11210854707660223,0.11203249077181353,135101
sample123,90,0.010752688172043012,0.021505376344086023,0.03225806451612903,0.043010752688172046,0.13978494623655915,0.12903225806451613,0.23655913978494625,0.22580645161290325,0.15053763440860216,0.19354838709677422,0.8719019007838705,0.5882332800607492,0.3159353016703538,0.1617712117471358,0.11832560665060457,0.11800255665884535,0.11713988198458679,0.11590845410103644,0.11554948878503836,0.11545456507512236,111514
sample124,90,0.010869565217391304,0.021739130434782608,0.03260869565217391,0.043478260869565216,0.11956521739130435,0.15217391304347827,0.10869565217391304,0.13043478260869565,0.14130434782608695,0.16304347826086957,0.8536597538699758,0.5478470784635128,0.26994689438391295,0.12939398590256315,0.11727966879889709,0.11663898700715106,0.11512710320149395,0.11444092166768173,0.11395347727222754,0.11386246116659075,155563
sample12,90,0.0045662100456621,0.0091324200913242,0.0136986301369863,0.0182648401826484,0.0502283105022831,0.045662100456621,0.0228310502283105,0.0547945205479452,0.0593607305936073,0.1232876712328767,0.9107148667997853,0.7045821674515206,0.48283220291275836,0.30964771249816336,0.19702189242456955,0.1948561825376232,0.1915979877517353,0.18915483640318329,0.17981151994768782,0.17827110250705058,174137
sample127,90,0.016129032258064516,0.03225806451612903,0.04838709677419355,0.06451612903225806,0.08064516129032258,0.0967741935483871,0.11290322580645161,0.12903225806451613,0.14516129032258063,0.16129032258064516,0.868816368071251,0.6122269448908698,0.40446239395982586,0.28756830286020896,0.2181899141811553,0.17087822107303735,0.13987346098142564,0.1192052625374381,0.1071405489536032,0.10074775129392936,191799
sample126,90,0.011494252873563218,0.022988505747126436,0.034482758620689655,0.04597701149425287,0.13793103448275862,0.14942528735632182,0.16091954022988506,0.12643678160919541,0.1724137931034483,0.20689655172413793,0.8542337004591165,0.5510739990348005,0.277762900206958,0.13850921199000704,0.10113622777125274,0.1007586477597907,0.10070365180716741,0.09954047106253598,0.09900036621059925,0.09857376116517728,198335
sample125,90,0.007633587786259542,0.015267175572519083,0.022900763358778626,0.030534351145038167,0.03816793893129771,0.11450381679389313,0.12213740458015267,0.1297709923664122,0.10687022900763359,0.13740458015267176,0.9066583785554134,0.6920799852680943,0.4552843213625043,0.26055196881240966,0.1464693538646997,0.10794759493626363,0.10783572659822224,0.10729279837715044,0.10699231422184007,0.10543904157142422,233973
sample128,90,0.009009009009009009,0.018018018018018018,0.02702702702702703,0.036036036036036036,0.04504504504504504,0.05405405405405406,0.06306306306306306,0.17117117117117117,0.16216216216216217,0.21621621621621623,0.9008377227880554,0.6820283900646305,0.4467731787383841,0.25510391270831106,0.14271491809994005,0.10219333178046808,0.08068874440345707,0.07519942999455946,0.07460324284251937,0.07436655641319606,291643
sample131,90,0.009259259259259259,0.018518518518518517,0.027777777777777776,0.037037037037037035,0.046296296296296294,0.21296296296296297,0.2037037037037037,0.2222222222222222,0.12962962962962962,0.1388888888888889,0.8989153434835039,0.6668977348919625,0.41771852418363836,0.2295074649022615,0.1368662672755542,0.10460604769384009,0.10445223683198826,0.10293981329007465,0.10276694746810974,0.10244872995007709,159492
sample130,90,0.011764705882352941,0.023529411764705882,0.03529411764705882,0.047058823529411764,0.058823529411764705,0.16470588235294117,0.15294117647058825,0.1411764705882353,0.1764705882352941,0.12941176470588234,0.8594127523517643,0.5590798204930534,0.29162535158763203,0.15753634979104975,0.1045480593230023,0.09437151290278147,0.09436475345310792,0.09372752851446065,0.0934859439838616,0.09329699907525774,159960
sample129,90,0.016129032258064516,0.03225806451612903,0.04838709677419355,0.06451612903225806,0.08064516129032258,0.0967741935483871,0.1935483870967742,0.11290322580645161,0.4032258064516129,0.4193548387096774,0.8585733952791715,0.5696654343357006,0.320637193968338,0.18680627090806864,0.12691376354140355,0.09208528084633093,0.06989450813081216,0.06978475194769711,0.06956592124285707,0.06920828027261162,230614
sample134,90,0.00980392156862745,0.0196078431372549,0.029411764705882353,0.0392156862745098,0.12745098039215685,0.13725490196078433,0.14705882352941177,0.1568627450980392,0.11764705882352941,0.16666666666666666,0.8742025533744201,0.6002439724847959,0.3283178891124625,0.15595287918626768,0.10976518863992843,0.10970158216099166,0.10951551276137694,0.10838892834780953,0.1081985228991723,0.10693234761588714,193255
sample133,90,0.011111111111111112,0.022222222222222223,0.03333333333333333,0.044444444444444446,0.05555555555555556,0.3,0.2,0.2111111111111111,0.16666666666666669,0.15555555555555556,0.8692695613652084,0.5935054206203153,0.330379223362975,0.16508091464583144,0.10369917466535523,0.08127096175882001,0.08112305541112035,0.08108073394446443,0.08107162207859686,0.08075890964458426,267731
sample135,90,0.00909090909090909,0.01818181818181818,0.02727272727272727,0.03636363636363636,0.045454545454545456,0.14545454545454545,0.15454545454545454,0.13636363636363635,0.16363636363636364,0.12727272727272726,0.895700726368843,0.6591263359984704,0.4057789008507267,0.21336790825160937,0.12075651583276316,0.1081675989254801,0.10716647063323374,0.10645001032755731,0.104953524020984,0.10362206762555123,212208
sample13,90,0.007874015748031496,0.015748031496062992,0.023622047244094488,0.031496062992125984,0.07086614173228346,0.07874015748031496,0.06299212598425197,0.08661417322834646,0.11023622047244094,0.10236220472440945,0.8692542890979461,0.6084606041889785,0.3897539608024486,0.24683396110892064,0.18289084339003603,0.1805645996416748,0.18034038116311202,0.17686719841125456,0.17671784619655645,0.17615973530731624,126246
sample132,90,0.010526315789473684,0.021052631578947368,0.031578947368421054,0.042105263157894736,0.12631578947368421,0.11578947368421053,0.1368421052631579,0.15789473684210525,0.14736842105263157,0.19999999999999998,0.8529615892759118,0.5497749282530994,0.27522953110688286,0.1311643838565591,0.10423251647525052,0.10406768638887175,0.10331536319676707,0.10210021078383104,0.1020344407360563,0.10148609478339071,187228
sample137,90,0.009900990099009901,0.019801980198019802,0.0297029702970297,0.039603960396039604,0.1188118811881188,0.12871287128712872,0.2079207920792079,0.13861386138613863,0.19801980198019803,0.21782178217821782,0.8861819817930515,0.6257618813924569,0.35827670649721044,0.1833545938515602,0.1248960255706566,0.1246000500517725,0.12434995124283167,0.12398555178199071,0.12331026577350007,0.12306380721316557,105466
sample138,90,0.016666666666666666,0.03333333333333333,0.11666666666666667,0.13333333333333333,0.1,0.18333333333333332,0.15,0.3333333333333333,0.25,0.23333333333333334,0.6773113637438886,0.22973476251650268,0.20551642910207427,0.20220598257460573,0.20107796201911762,0.19974376096111232,0.1983076674780123,0.19789748145513258,0.19655917237518894,0.1958629397448692,36822
sample136,90,0.008620689655172414,0.017241379310344827,0.02586206896551724,0.034482758620689655,0.12931034482758622,0.12068965517241378,0.13793103448275862,0.14655172413793102,0.11206896551724138,0.15517241379310345,0.8902552576971539,0.6458091833716062,0.3834676836776117,0.1779392891069027,0.10091398021404335,0.09978453319059677,0.09922017790752954,0.0971183727754562,0.09643860764809152,0.09552128318957599,266371
sample139,90,0.011111111111111112,0.022222222222222223,0.03333333333333333,0.044444444444444446,0.2111111111111111,0.12222222222222223,0.2,0.14444444444444446,0.13333333333333333,0.11111111111111112,0.8568304539568665,0.5556874415606011,0.283353909637817,0.1412100327049408,0.10968308107760974,0.10958359184089869,0.10904208873132114,0.10870212177716754,0.1085210659562866,0.10817998230602939,163615
sample141,90,0.009900990099009901,0.019801980198019802,0.0297029702970297,0.039603960396039604,0.1188118811881188,0.12871287128712872,0.13861386138613863,0.10891089108910891,0.1485148514851485,0.15841584158415842,0.8659825244648695,0.576672665964701,0.2993012967281668,0.14070336271657302,0.13102461781023556,0.13056951476229783,0.12969031788489668,0.1296293085852091,0.129046365676675,0.12687438858497052,238047
sample140,90,0.009900990099009901,0.019801980198019802,0.0297029702970297,0.039603960396039604,0.04950495049504951,0.0594059405940594,0.15841584158415842,0.1485148514851485,0.16831683168316833,0.1782178217821782,0.8978560856679512,0.6676080497317581,0.4282156832667809,0.25464813548626514,0.16200804820986303,0.1075748140049608,0.09134163117255764,0.0911163391646311,0.09059336935253734,0.09041932026911272,264833
sample14,90,0.007692307692307693,0.015384615384615385,0.05384615384615385,0.046153846153846156,0.06153846153846154,0.06923076923076923,0.07692307692307693,0.08461538461538462,0.09230769230769231,0.11538461538461539,0.7917025112600683,0.4580410713853845,0.45054753111463386,0.4431984248348834,0.4409663902144445,0.4337134815917442,0.42943423451473806,0.42726767811905425,0.42692457945846324,0.4264100247928843,50509
sample145,90,0.014084507042253521,0.028169014084507043,0.04225352112676056,0.14084507042253522,0.1267605633802817,0.16901408450704225,0.18309859154929578,0.11267605633802817,0.15492957746478875,0.3098591549295775,0.7811222832172835,0.3806877109211999,0.1498046553034646,0.14145577430504047,0.14026797960409104,0.13951139348629105,0.1392421503277269,0.13846745984164258,0.13834590929071905,0.13713330749274055,108689
sample143,90,0.009615384615384616,0.019230769230769232,0.028846153846153848,0.038461538461538464,0.04807692307692308,0.13461538461538464,0.16346153846153846,0.21153846153846156,0.17307692307692307,0.22115384615384617,0.8850650933078535,0.6308708693700845,0.3700097864557328,0.1885505721860336,0.1168279736485374,0.10175471849474241,0.10108696760235879,0.10103261058449577,0.10096119613783537,0.10073812025034616,235505
sample144,90,0.008695652173913044,0.017391304347826087,0.026086956521739132,0.034782608695652174,0.12173913043478261,0.11304347826086956,0.13043478260869565,0.1391304347826087,0.14782608695652175,0.10434782608695653,0.8877760956382079,0.6355243749409611,0.368904767243831,0.1706147728113651,0.10349189334058369,0.10330746971994162,0.10241414316650162,0.10147400385914468,0.10099637284528992,0.10089137011111163,253455
sample142,90,0.00909090909090909,0.01818181818181818,0.02727272727272727,0.03636363636363636,0.045454545454545456,0.12727272727272726,0.11818181818181818,0.13636363636363635,0.20909090909090908,0.21818181818181817,0.8895415001062238,0.6391502568920914,0.37870844082147037,0.19843863591890745,0.12243397588510664,0.11211117782331573,0.1108140623291046,0.10971931798596192,0.10866142072969584,0.10839333658946433,166312
sample146,90,0.00980392156862745,0.0196078431372549,0.029411764705882353,0.0392156862745098,0.049019607843137254,0.19607843137254902,0.12745098039215685,0.18627450980392157,0.1764705882352941,0.16666666666666666,0.8945314431876061,0.652403658730879,0.39801575083880253,0.2167926833686233,0.1318117032530485,0.0965026085249226,0.09634468213511482,0.09597584242551463,0.09471253204621702,0.09450194221638124,164180
sample147,90,0.01098901098901099,0.02197802197802198,0.03296703296703297,0.04395604395604396,0.05494505494505495,0.15384615384615385,0.16483516483516486,0.17582417582417584,0.27472527472527475,0.14285714285714288,0.8803992354366801,0.6192088165456563,0.3568960202686025,0.1805183610531211,0.11014524326686621,0.09264607910840897,0.09174406671647038,0.09115425174551597,0.09106836260744948,0.09091416640875054,238819
sample149,90,0.010869565217391304,0.021739130434782608,0.03260869565217391,0.043478260869565216,0.13043478260869565,0.11956521739130435,0.14130434782608695,0.10869565217391304,0.15217391304347827,0.16304347826086957,0.8551073961819481,0.5452923944086067,0.2751105520117164,0.15484898587327325,0.15476794522789253,0.15441109661066277,0.15249452565860405,0.1519595669257237,0.15008724869284348,0.14846313408263814,98612
sample152,90,0.008403361344537815,0.01680672268907563,0.025210084033613446,0.11764705882352941,0.12605042016806722,0.1092436974789916,0.09243697478991596,0.10084033613445378,0.08403361344537814,0.13445378151260504,0.8738648152486449,0.5820768474529603,0.29452400047919264,0.23332975809751835,0.23093339953270312,0.2299734230760818,0.22827194116034705,0.22766328627293064,0.22445587740437287,0.2242236064921829,43524
sample153,90,0.0196078431372549,0.11764705882352941,0.09803921568627451,0.1568627450980392,0.19607843137254902,0.13725490196078433,0.1764705882352941,0.21568627450980393,0.23529411764705882,0.27450980392156865,0.6023300791781991,0.33190223596233576,0.3274757316396799,0.32669798686173,0.31885607195627025,0.3186273142423692,0.31843843267695415,0.3168202267250594,0.3097768174096386,0.3063094772542378,15378
sample148,90,0.010526315789473684,0.021052631578947368,0.031578947368421054,0.042105263157894736,0.14736842105263157,0.15789473684210525,0.1368421052631579,0.16842105263157894,0.12631578947368421,0.21052631578947367,0.8696591558084928,0.5915547403995258,0.32154834005824556,0.1538765429601275,0.11108969025018824,0.11070021819591305,0.1104246738217778,0.11003436246517737,0.10967780483067735,0.10961999325732802,261849
sample150,90,0.00909090909090909,0.01818181818181818,0.02727272727272727,0.03636363636363636,0.045454545454545456,0.05454545454545454,0.16363636363636364,0.17272727272727273,0.19999999999999998,0.20909090909090908,0.9069377377391797,0.6907329520123899,0.4522422927910284,0.261417232767148,0.154027928566292,0.10960002095674791,0.09163448485732761,0.0913611742021792,0.0910443219654803,0.09100254648045347,199785
sample151,90,0.009009009009009009,0.018018018018018018,0.02702702702702703,0.036036036036036036,0.11711711711711711,0.12612612612612611,0.10810810810810811,0.15315315315315314,0.1891891891891892,0.18018018018018017,0.8926287081061569,0.6448566342314718,0.37916272387554234,0.18557337271294105,0.1221974337884191,0.12094765936010218,0.12080105257478353,0.11909054927986662,0.11907672666359735,0.11904656734561624,138175
sample154,90,0.012987012987012988,0.025974025974025976,0.03896103896103896,0.14285714285714288,0.15584415584415584,0.12987012987012989,0.16883116883116883,0.18181818181818182,0.05194805194805195,0.19480519480519481,0.8095134992596147,0.44545230608165526,0.19290072566867625,0.11542055911564865,0.11369840844165383,0.11257943289862392,0.1099407629098439,0.10992657851102537,0.10945966984353295,0.10878226693906697,124539
sample156,90,0.011627906976744186,0.023255813953488372,0.03488372093023256,0.046511627906976744,0.1511627906976744,0.16279069767441862,0.20930232558139533,0.13953488372093023,0.2441860465116279,0.22093023255813954,0.8580538079411311,0.5649741747221402,0.2993115819848705,0.15089379544414203,0.10050413793679869,0.10045021957341838,0.10035351957211591,0.10006292607293028,0.09936095810003652,0.09933488496056775,195333
sample155,90,0.010752688172043012,0.021505376344086023,0.03225806451612903,0.043010752688172046,0.05376344086021506,0.06451612903225806,0.16129032258064518,0.15053763440860216,0.17204301075268819,0.19354838709677422,0.8851013199563509,0.636449564858868,0.39343880367444173,0.23177078387072703,0.14946373056872833,0.0950344898335707,0.08246088754220854,0.08146219660659834,0.0806797342147016,0.07962676928955177,263816
sample159,90,0.009433962264150943,0.018867924528301886,0.02830188679245283,0.03773584905660377,0.04716981132075471,0.05660377358490566,0.16981132075471697,0.16037735849056603,0.25471698113207547,0.1792452830188679,0.897981596712047,0.6683205513903602,0.4234490251930701,0.234053950763321,0.1333684193349731,0.09551366660632149,0.0915766577120606,0.0913216326045606,0.09112216350864517,0.09100665236953409,268443
sample161,90,0.0196078431372549,0.0392156862745098,0.058823529411764705,0.0784313725490196,0.13725490196078433,0.09803921568627451,0.1568627450980392,0.23529411764705882,0.21568627450980393,0.1764705882352941,0.7685904696268977,0.4075091678548257,0.2325425900750212,0.14021691640469547,0.09602397162042499,0.09335725570699874,0.09329055995619405,0.09177201572175459,0.09110180842889251,0.09018226229383475,57952
sample158,90,0.007518796992481203,0.015037593984962405,0.022556390977443608,0.03007518796992481,0.03759398496240601,0.045112781954887216,0.05263157894736842,0.06015037593984962,0.06766917293233082,0.18045112781954886,0.942973555319916,0.8003995908777561,0.6227110786068107,0.4479859675009474,0.300188539193605,0.1952835154372053,0.136141213508235,0.10657606664388683,0.08588555451884013,0.07749337505463373,337985
sample160,90,0.008620689655172414,0.017241379310344827,0.02586206896551724,0.034482758620689655,0.04310344827586207,0.05172413793103448,0.06034482758620689,0.15517241379310345,0.14655172413793102,0.16379310344827586,0.9182926667178197,0.7267580568588392,0.5079506463658479,0.3171550312000201,0.18743681480858068,0.12304591330634754,0.09300074953851693,0.0865190161065307,0.08641152760463301,0.08606247379206479,242898
sample157,90,0.009009009009009009,0.018018018018018018,0.02702702702702703,0.036036036036036036,0.04504504504504504,0.05405405405405406,0.13513513513513514,0.14414414414414414,0.15315315315315314,0.12612612612612611,0.9043046105315771,0.686092313233714,0.4480688521427121,0.2552333288138019,0.14404057465696943,0.10087493240424103,0.09896962552913059,0.09848599811961666,0.0975217344105683,0.09736905609772355,326520
sample162,90,0.011904761904761904,0.023809523809523808,0.03571428571428571,0.047619047619047616,0.15476190476190477,0.14285714285714285,0.11904761904761904,0.13095238095238093,0.16666666666666666,0.10714285714285714,0.8523347894752341,0.5474757772287444,0.2954633552458387,0.16601872137493467,0.11705198377597195,0.11668170078596947,0.11557990420366476,0.11522094276912766,0.1151018771904402,0.11342331623754749,128469
sample16,90,0.03125,0.0625,0.09375,0.125,0.15625,0.1875,0.21875,0.25,0.28125,0.3125,0.9423919690887838,0.8524630185880638,0.7825917090696186,0.7332371713835252,0.6929255230819854,0.6599880001081998,0.6336758580153274,0.6135999102215336,0.5955850160421438,0.5816481668132075,18445
sample165,90,0.016129032258064516,0.03225806451612903,0.14516129032258063,0.12903225806451613,0.11290322580645161,0.16129032258064516,0.1774193548387097,0.0967741935483871,0.27419354838709675,0.1935483870967742,0.7138793024296447,0.2700638756951932,0.2091455071961846,0.20713514376658163,0.2061780020292823,0.20562454453423737,0.19967299515525128,0.1990349882707565,0.19879318310144464,0.19796836822315436,53916
sample163,90,0.008403361344537815,0.01680672268907563,0.025210084033613446,0.03361344537815126,0.04201680672268907,0.05042016806722689,0.14285714285714285,0.13445378151260504,0.15126050420168066,0.11764705882352941,0.9056234513877489,0.6864784875876464,0.44761346447499084,0.26312368879041853,0.16238812393006086,0.11035465252090047,0.09134483668887865,0.0905322153792505,0.09037725349394503,0.0902604943917566,245563
sample164,90,0.009345794392523364,0.018691588785046728,0.02803738317757009,0.037383177570093455,0.04672897196261682,0.11214953271028036,0.12149532710280372,0.19626168224299065,0.1308411214953271,0.18691588785046728,0.888489063321129,0.6359079666437325,0.3771692269610542,0.20254966373596225,0.1230531998125606,0.11507837652919997,0.11443721233935931,0.11294379242019281,0.11286177015753143,0.11179425754100096,176243
